4.898999999999999466e-01,9.529999999999999583e-02,-2.599999999999999881e-03
4.817000000000000171e-01,9.579999999999999627e-02,-3.100000000000000325e-03
4.731000000000000205e-01,9.589999999999999913e-02,-3.399999999999999811e-03
4.641000000000000125e-01,9.589999999999999913e-02,-3.800000000000000426e-03
4.547999999999999821e-01,9.579999999999999627e-02,-4.000000000000000083e-03
4.452000000000000401e-01,9.569999999999999341e-02,-4.199999999999999740e-03
4.356999999999999762e-01,9.539999999999999869e-02,-4.400000000000000265e-03
4.264000000000000568e-01,9.470000000000000639e-02,-4.400000000000000265e-03
4.174999999999999822e-01,9.360000000000000264e-02,-4.300000000000000003e-03
4.871999999999999664e-01,8.989999999999999380e-02,-8.500000000000000611e-03
4.789999999999999813e-01,9.039999999999999425e-02,-9.199999999999999845e-03
4.702999999999999958e-01,9.030000000000000526e-02,-9.700000000000000289e-03
4.611999999999999988e-01,9.020000000000000240e-02,-9.899999999999999079e-03
4.516000000000000014e-01,8.999999999999999667e-02,-1.000000000000000021e-02
4.419000000000000150e-01,8.970000000000000195e-02,-1.009999999999999960e-02
4.319000000000000061e-01,8.920000000000000151e-02,-1.009999999999999960e-02
4.218000000000000638e-01,8.809999999999999776e-02,-9.700000000000000289e-03
4.120000000000000329e-01,8.519999999999999796e-02,-9.700000000000000289e-03
4.953000000000000180e-01,9.099999999999999756e-02,-5.199999999999999761e-03
4.097999999999999976e-01,8.989999999999999380e-02,-4.300000000000000003e-03
4.027000000000000024e-01,8.340000000000000191e-02,-5.100000000000000366e-03
4.928000000000000158e-01,9.389999999999999736e-02,4.500000000000000527e-03
4.846999999999999642e-01,9.450000000000000067e-02,5.100000000000000366e-03
4.763000000000000012e-01,9.529999999999999583e-02,4.899999999999999842e-03
4.674000000000000377e-01,9.560000000000000442e-02,4.599999999999999922e-03
4.579999999999999627e-01,9.569999999999999341e-02,4.400000000000000265e-03
4.486000000000000543e-01,9.579999999999999627e-02,4.199999999999999740e-03
4.390999999999999903e-01,9.579999999999999627e-02,4.000000000000000083e-03
4.299000000000000044e-01,9.560000000000000442e-02,3.899999999999999821e-03
4.208999999999999964e-01,9.489999999999999825e-02,4.000000000000000083e-03
4.120000000000000329e-01,9.299999999999999933e-02,3.199999999999999720e-03
4.041000000000000147e-01,7.699999999999999900e-02,-1.000000000000000021e-02
4.982000000000000317e-01,8.970000000000000195e-02,3.699999999999999730e-03
4.035000000000000253e-01,8.770000000000000018e-02,1.900000000000000213e-03
4.959999999999999964e-01,8.509999999999999509e-02,9.199999999999999845e-03
4.883000000000000118e-01,8.770000000000000018e-02,9.799999999999999684e-03
4.794999999999999818e-01,8.880000000000000393e-02,1.039999999999999952e-02
4.703999999999999848e-01,8.940000000000000724e-02,1.039999999999999952e-02
4.610000000000000209e-01,8.970000000000000195e-02,1.030000000000000013e-02
4.515000000000000124e-01,8.980000000000000482e-02,1.030000000000000013e-02
4.420000000000000595e-01,8.989999999999999380e-02,1.020000000000000073e-02
4.329999999999999405e-01,8.999999999999999667e-02,1.009999999999999960e-02
4.242000000000000215e-01,8.970000000000000195e-02,1.000000000000000021e-02
4.158000000000000029e-01,8.880000000000000393e-02,1.009999999999999960e-02
4.075999999999999623e-01,8.790000000000000591e-02,8.800000000000000530e-03
4.936000000000000387e-01,8.300000000000000433e-02,-8.099999999999999561e-03
4.857000000000000206e-01,8.250000000000000389e-02,-1.110000000000000049e-02
4.773000000000000576e-01,8.270000000000000961e-02,-1.230000000000000017e-02
4.682999999999999385e-01,8.250000000000000389e-02,-1.289999999999999827e-02
4.589000000000000301e-01,8.220000000000000917e-02,-1.310000000000000053e-02
4.492999999999999772e-01,8.200000000000000344e-02,-1.310000000000000053e-02
4.396999999999999797e-01,8.169999999999999485e-02,-1.310000000000000053e-02
4.302000000000000268e-01,8.119999999999999440e-02,-1.299999999999999940e-02
4.211999999999999633e-01,8.009999999999999065e-02,-1.299999999999999940e-02
4.126999999999999558e-01,7.760000000000000231e-02,-1.289999999999999827e-02
4.991999999999999771e-01,8.519999999999999796e-02,-2.299999999999999961e-03
3.963999999999999746e-01,7.479999999999999150e-02,-4.899999999999999842e-03
3.912999999999999812e-01,6.629999999999999782e-02,-5.199999999999999761e-03
5.000000000000000000e-01,7.989999999999999880e-02,3.100000000000000325e-03
3.972999999999999865e-01,7.979999999999999594e-02,2.099999999999999870e-03
4.967000000000000304e-01,7.660000000000000142e-02,9.399999999999998634e-03
4.894000000000000017e-01,7.879999999999999505e-02,1.230000000000000017e-02
4.812999999999999501e-01,8.059999999999999110e-02,1.310000000000000053e-02
4.723999999999999866e-01,8.119999999999999440e-02,1.330000000000000106e-02
4.630999999999999561e-01,8.160000000000000586e-02,1.330000000000000106e-02
4.536000000000000032e-01,8.169999999999999485e-02,1.330000000000000106e-02
4.439000000000000168e-01,8.179999999999999771e-02,1.330000000000000106e-02
4.347000000000000308e-01,8.179999999999999771e-02,1.330000000000000106e-02
4.264000000000000568e-01,8.220000000000000917e-02,1.310000000000000053e-02
4.180999999999999717e-01,8.119999999999999440e-02,1.320000000000000166e-02
4.094999999999999751e-01,8.050000000000000211e-02,1.250000000000000069e-02
4.014000000000000346e-01,8.109999999999999154e-02,9.199999999999999845e-03
4.924999999999999933e-01,7.499999999999999722e-02,-9.199999999999999845e-03
4.845999999999999752e-01,7.449999999999999678e-02,-1.240000000000000130e-02
4.759000000000000452e-01,7.429999999999999105e-02,-1.379999999999999977e-02
4.668000000000000482e-01,7.389999999999999347e-02,-1.430000000000000021e-02
4.573999999999999733e-01,7.339999999999999303e-02,-1.450000000000000074e-02
4.479999999999999538e-01,7.309999999999999831e-02,-1.450000000000000074e-02
4.385999999999999899e-01,7.280000000000000360e-02,-1.450000000000000074e-02
4.293000000000000149e-01,7.220000000000000029e-02,-1.450000000000000074e-02
4.199999999999999845e-01,7.090000000000000469e-02,-1.439999999999999961e-02
4.099000000000000421e-01,6.939999999999998948e-02,-1.330000000000000106e-02
4.982000000000000317e-01,7.620000000000000384e-02,-3.100000000000000325e-03
4.001000000000000112e-01,6.769999999999999629e-02,-1.069999999999999944e-02
3.927999999999999825e-01,5.860000000000000625e-02,-9.799999999999999684e-03
3.847999999999999754e-01,5.659999999999999754e-02,-4.300000000000000003e-03
4.979999999999999982e-01,7.050000000000000711e-02,5.000000000000000104e-03
3.916000000000000036e-01,7.150000000000000799e-02,3.300000000000000416e-03
4.914000000000000035e-01,6.909999999999999476e-02,1.149999999999999981e-02
4.826000000000000290e-01,7.130000000000000226e-02,1.399999999999999856e-02
4.737000000000000099e-01,7.230000000000000315e-02,1.450000000000000074e-02
4.644999999999999685e-01,7.280000000000000360e-02,1.460000000000000013e-02
4.550000000000000155e-01,7.299999999999999545e-02,1.460000000000000013e-02
4.452000000000000401e-01,7.309999999999999831e-02,1.460000000000000013e-02
4.354000000000000092e-01,7.309999999999999831e-02,1.460000000000000013e-02
4.254000000000000004e-01,7.359999999999999876e-02,1.450000000000000074e-02
